index,name,categories,postalCode,city,address,latitude,longitude,dateUpdated,websites
105,McDonald's,Fast Food Restaurants,30125,Cedartown,328 N Main St,34.017.911,-85.253.614,2018-06-25T08:59:41Z,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral and http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJdTI6hwkTdO70YISz9gWhZfxgpeYkj_-R9vOeA-p1khZDhlZfUGWLzjorWZg3AbwYZrHfJw5wxFp6UvANO_y4sUDxEjtjqYRURVajG48cn8DG8XtxI_quyfbdkLD8UAAE6l2unFkm-j08eNMRITEhxrf-0J0t7QQl_m5QBqQxGUAIJbP4tuCKlQ5UkS_2fbv0TNkOmTRColjTv49Ic8j4qdTS8opNbGJI7wG3MpG-XO2aQiFOAPyWLWvX5xc7tgkkSrWFPPf6568Z0ebn5QPYCxsczgnGFxXTbEtNwrbSzXMr0bAXtLCc7THhEc6fIeLJLRY2-BiFu2XQugiS_Jnt2c17suE6c9DV&placement=listing_profile&cs_user=unknown&cs_session=c67eaf7275f5c760207335f24d46a3bfc849009c
106,Burger King,Fast food restaurants,6033,Glastonbury,3025 Main St,41.726.353,-72.617.608,2018-06-25T08:59:38Z,http://www.bk.com and http://bk.com
107,Boston Market,American Restaurant and Sandwich Place and and Fast Food Restaurant,6033,Glastonbury,2834 Main St,41.720.514,-72.614.164,2018-06-25T08:59:38Z,http://www.bostonmarket.com and http://bostonmarket.com
108,McDonald's,Fast Food Restaurant,42718,Campbellsville,605 E Broadway St,37.346.447,-85.337.368,2018-06-25T08:59:35Z,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral and http://mcdonalds.com and http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EGQ6wFBP1R9j_yPfgIG2qmnnU3b4EFXLWYqzqH6pileJnsDBgYjhj6412OE3eqoLyrSIPEJpXfr10mUiQbRKfZCKZytUuX1ZpMEsmU-K0mL9uCZDhf-nRxkx0xcmqFX3TZTiNoK_LLFKzM4tXpEgtM6BtXv1F1DttlBrudHdoBH_DGjaTmU8PwdbfJ2xHPn7Rwi4U85-2Et587Fq8vmz8iGAm0EjY1KA0R2zhuMhnQKoGqWThgFN8jTErCjxtP6ollGXsWzGWbhCoZclcoPdleGfT21PW-SYTIkUwmGBOAc4gxt97kOU6h8_7VAEhFodMhojUnjcQV0jzIOdXWrA8XHVWc4Ne2mCN0L_k5sP1s5HSZuyYKD74rjqX9DHdfLf_fh_cwv2f3PoRNruakJsx4Q77MvV36wSfVo-ccW5rGjnV-Ji-wuoCGkbaadlEUapm8WquQeqX4seGxwJZ4u_gdLYz906J0I5hqNjQlV0cpIEe-RABopzNSK7YVr3R-iFf&placement=listing_profile.b&cs_user=unknown&cs_session=c32e8929edce4f151a7e8f5f303f328388f837d7
109,SUBWAY,Fast Food Restaurant,42718,Campbellsville,1602 E Broadway St,37.357.213,-85.323.654,2018-06-25T08:59:35Z,http://www.subway.com and http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJrdpPH-jgTbkJVTDQ1eCKgW3VOJJPaEiUYk16SKia0wRbqbTrXrgOsTg6wvGYc7dD1JIugQyrEUjnheYMMfX7Lky5pbVLFPFbmAdGfdN8Nma7PGSKUXuqWgSpzEoUOKRdREuu5IhJf96KRMuWIVvtH4jsN7WtpquET2jm2wBIaUf0DSjXK7JJJbHAjR6-fcD9M9PkPMxSZVgQ8O3zIdkLn-PAVgBDJjHcBzOI8KJ0HKCvsWneLvVENMvDMFMCKHJ54zLmr3V76V2cVgUiaMt1VwJtMegdL5gmMum2a24nxrMq824yTST5BTVAcxhcohCYA9mZJSDrvQ4ZJ163lihC7FFPTsEqh0Lx&placement=listing_profile&cs_user=unknown&cs_session=aed3031b0c80181e40d32382a48b58fd6fc54832
110,Burger King,Fast food restaurants,94534,Fairfield,1475 Holiday Ln,38.259.527,-122.062.146,2018-06-25T08:59:26Z,http://www.bk.com
111,Fat Patty's,Fast Food Restaurants,41101,Ashland,1442 Winchester Ave,384.791,-826.411,2018-06-25T08:59:23Z,http://www.fatpattysonline.com and http://fatpattysonline.com
112,Dairy Queen,Fast Food Restaurants,41102,Ashland,12759 Us Route 60,383.887,-827.156,2018-06-25T08:59:23Z,http://www.dairyqueen.com
113,Pizza Hut,Fast Food Restaurants,34950,Fort Pierce,1439 S US Highway 1,274.357,-80.326,2018-06-25T08:59:12Z,http://www.pizzahut.com
114,Arby's,Fast Food Restaurant and American Restaurant and and Sandwich Place,34613,Brooksville,12915 Cortez Blvd,28.534.187,-82.516.103,2018-06-25T08:59:08Z,http://www.arbys.com and http://arbys.com
115,McDonald's,Fast Food Restaurant,33455,Hobe Sound,11671 Se Federal Hwy,2.706.168,-8.013.746,2018-06-25T08:59:06Z,http://mcdonalds.com
116,Culver's,Burger Joint and Fast Food Restaurant Gulf Breeze,32566,Navarre,8792 Navarre Pkwy,30.403.772,-8.685.506,2018-06-25T08:59:05Z,http://www.culvers.com and http://culvers.com/restaurants/navarre-fl
117,Burger King,Fast food restaurants,33013,Hialeah,825 E 49th St,25.867.613,-80.266.376,2018-06-25T08:59:04Z,http://www.bk.com and http://www.burgerking.com/
118,Pizza Hut,Fast Food,33016,Hialeah,2750 W 68th St Ste 104,25.882.938,-8.033.868,2018-06-25T08:59:04Z,http://www.pizzahut.com and http://www.pizzahut.com/
119,Dairy Queen,Fast Food,33844,Haines City,36172 Hwy 27,28.125.757,-8.164.043,2018-06-25T08:59:04Z,http://www.dairyqueen.com/ and http://dairyqueen.com
120,Pizza Hut,Fast Food Restaurants,32092,Saint Augustine,52 Tuscan Way Ste 208,2.996.174,-8.149.109,2018-06-25T08:59:01Z,http://www.pizzahut.com
121,KFC,Fast Food Restaurant,32725,Deltona,1232 Providence Blvd,288.829,-812.413,2018-06-25T08:58:56Z,http://www.kfc.com and http://kfc.com
122,McDonald's,Fast food restaurants,32435,DeFuniak Springs,2370 US Highway 331 S,3.068.782,-8.612.318,2018-06-25T08:58:51Z,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral and http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EGQ6wFBP1R9j_yPfgIG2qmnnU3b4EFXLWYqzqH6pileJnsDBgYjhj6412OE3eqoLyrSIPEJpXfr10mUiQbRKfZCKZytUuX1ZpMEsmU-K0mL9uCZDhf-nRxkx0xcmqFX3TZTiNoK_LLFKzM4tXpEgtM6BtXv1F1Dtt581JwH6rvi9UN2-AW34ISP0JhtFQGQLnDdvfQfrSO-zvO4AkSGgIkC0OkjRwrc_8XrbSDDlmhDrDxBVDmhrkP7KvU1bGJpElXa8uBndpVCIlriAsonKvp2MumhEshE40Aw0-dsieNYX2S9DzU5m6vregqZfEgTwhYO8AQ8LLx1EfG6Ahb1UU9RfR156SW0jUuA_qjgypXlwHx2tMyK8o-BiTP4Wgo0l6Tt48vg-Bc-EUANa7o7S62LuTc-HKnggjJQ_HFw_NywLHUwWkEeWnvvdqCJ3HbvPaW6Lm0fPy-QDpBzTDGCzP_7rzg1AMEv53BprniE-P2sJYRBjqQp2V2d7dIqyqpN1W&placement=listing_profile.b&cs_user=unknown&cs_session=6f41a129348aa81b8accd61d91669a3ef8d9d655
123,SONIC Drive-In,Fast Food Restaurant,32435,DeFuniak Springs,1508 US Highway 331 S,3.070.032,-8.612.317,2018-06-25T08:58:51Z,https://locations.sonicdrivein.com/fl/defuniak-springs/1508-u-s--hwy-331-south.html and http://sonicdrivein.com
124,Whataburger,Fast Food Restaurants,32435,DeFuniak Springs,2434 US Highway 331 S,3.068.693,-8.612.329,2018-06-25T08:58:51Z,https://locations.whataburger.com/fl/defuniak-springs/2434-us-highway-331-s.html/ and https://locations.whataburger.com/fl/defuniak-springs/2434-us-highway-331-s.html/?utm_source=yextpagesandutm_medium=locallistingsandutm_campaign=yextpages and https://locations.whataburger.com/fl/defuniak-springs/2434-us-highway-331-s.html/?utm_source=yextpages&utm_medium=locallistings&utm_campaign=yextpages
125,Arby's,Fast Food Restaurant and Sandwich Place and and American Restaurant,33928,Estero,9975 Corkscrew Rd,26.432.003,-81.789.408,2018-06-25T08:58:46Z,http://www.arbys.com and http://locations.arbys.com/us/fl/estero/9975-corkscrew-rd.html
126,Chick-Fil-A,Fast Food Restaurants,33511,Brandon,519 Brandon Town Center Mall,27.928.097,-82.324.836,2018-06-25T08:58:45Z,http://www.chick-fil-a.com/westfieldbrandon
127,Taco Bell,Fast Food Restaurant,33430,Belle Glade,865 S Main St,2.667.511,-80.67,2018-06-25T08:58:44Z,http://www.tacobell.com and https://locations.tacobell.com/fl/belle-glade/865-south-main-street.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=028590andutm_content=website and http://tacobell.com
128,McDonald's,Fast Food Restaurant,33825,Avon Park,339 US Highway 27 S,27.596.742,-81.494.029,2018-06-25T08:58:40Z,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral and http://mcdonalds.com and http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJH082dWwoivc4p4kYcNctobV9d38jH7Uy-8s-6g-hHOcn8pK-EbMNfkijcS63cHK1O1bbz83Ue83JCdx1TixCNR2LYzXfU6L0dSkSxuTZ3Lq5VfyeGRg0LrcjQMAFb3FVHVJ3WARRKOLBF7fUDiThK0yXv7cfKps9_A3VjX2XeiZELE2ptulcV9a58R5y9pFUfjHddluI_Y0AyG54NxPxX8SoWeyfZo2zpaC4ZoeD_Gs_0bjOOvh8ON-OuH0Pb9waSdvDRDNlNkfm9H20Z-pkWtDOwMPZttSHkmuBqw1ndIs-jBEKdc0gWNjURXlxLMGkIbBYlj7CwRLnxCeKWvanRynguEUbZ9LH&placement=listing_profile&cs_user=unknown&cs_session=47264dd99389ccea3fa66609402cc35cc57f4737
129,Pizza Hut,Fast Food Restaurants,33873,Wauchula,1498 US Highway 17 N,2.756.904,-8.181.521,2018-06-25T08:58:40Z,http://www.pizzahut.com and http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJLpjy3VUlKNh5fCAtnz4V-8bhJKzZuaQD1ca6FJqGo-lzldJqcinKEpHAkWuqda0Ne8oNZbA85xASB2d6apqWts_PSHBIUmoG3-nr-8gGvFTxeygH1B8SMrNrsTqHo2CKSQJJl0Uxo9GLc4TQG-5tee4TO3FDukULdmWBiK7upIMB0h-7jYYSApyO_DOgSBUM44jczEXGuTn_YLE1zzic4v6MEWcB05IjmINYQVe9QG2zert5bHNmfq3l3W27n8JaQ-lIJJ7UrUjNTTeVg_QY8z4zPoT-krZ0CiJ6MYqd-V2Wy-KoyGQrJ-iTBNPhuz8hnx0zO5qusUZCucT6WoakpFzgEQkvqo9X&placement=listing_profile&cs_user=unknown&cs_session=c3d172019472fa4e5bdc9385b94c631ca2bc0c45
130,Firehouse Subs,Fast Food,32712,Apopka,1608 W Orange Blossom Trl,2.868.587.218,-8.153.919.026,2018-06-25T08:58:39Z,https://www.firehousesubs.com/locations/fl/apopka-commons and http://www.firehousesubs.com
131,Burger King,Fast Food Restaurant,31408,Savannah,460 Airways Ave,32.135.603,-81.208.243,2018-06-25T08:58:36Z,http://bk.com and https://locations.bk.com/ga/savannah/460-airways-ave.html and http://www.bk.com
132,SONIC Drive-In,Fast Food Restaurant,67005,Arkansas City,1510 N Summit St,3.708.012,-9.703.938,2018-06-25T08:58:35Z,https://locations.sonicdrivein.com/ks/arkansas-city/1510-north-summit-street.html and http://sonicdrivein.com
133,McDonald's,Fast Food Restaurants,67801,Dodge City,2613 Central Ave,3.777.885,-10.001.663,2018-06-25T08:58:30Z,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
134,Burger King,Fast Food Restaurants,50021,Ankeny,2501 Se Delaware Ave,41.704.627,-93.580.975,2018-06-25T08:58:28Z,http://www.bk.com and https://locations.bk.com/ia/ankeny/2501-s-e-delaware.html
135,Burger King,Fast Food Restaurant,50021,Ankeny,2501 Se Delaware Ave,41.704.627,-93.580.975,2018-06-25T08:58:28Z,http://www.bk.com and https://locations.bk.com/ia/ankeny/2501-s-e-delaware.html
136,Cupie's Drive-In,Fast Food Restaurants,96732,Kahului,134 W Kamehameha Ave,208.874,-1.564.698,2018-06-25T08:58:28Z,http://www.cupiesdrivein.com
137,Chick-Fil-A,Fast Food Restaurant and American Restaurant and and Sandwich Place,50010,Ames,230 S Duff Ave,4.202.045,-9.360.967,2018-06-25T08:58:27Z,http://www.chick-fil-a.com/ames and http://www.chick-fil-a.com and http://chick-fil-a.com/ames
138,Burger King,Fast Food Restaurants,50010,Ames,2817 E 13th St,4.203.511,-9.357.344,2018-06-25T08:58:27Z,https://locations.bk.com/ia/ames/2817-east-13th-st.html and http://www.bk.com
139,Burger King,Fast Food Restaurant,50021,Ankeny,1020 E 1st St,41.732.374,-93.582.329,2018-06-25T08:58:27Z,http://www.bk.com and https://locations.bk.com/ia/ankeny/1020-east-1st-st.html
140,Pizza Hut,Fast Food Restaurants,83705,Boise,2450 S Vista Ave,43.580.339,-116.213.106,2018-06-25T08:58:27Z,http://www.pizzahut.com
141,Burger King,Fast food restaurants,27217,Burlington,1807 N Church St,3.609.503,-79.408,2018-06-25T08:58:25Z,http://www.bk.com and https://locations.bk.com/nc/burlington/1807-north-church-st.html and http://bk.com
142,Dairy Queen,Fast Food Restaurants,52722,Bettendorf,2535 18th St,41.548.648,-90.504.798,2018-06-25T08:58:25Z,http://www.dairyqueen.com
143,McDonald's,Fast Food Restaurant,28273,Charlotte,9320 Steele Creek Rd,3.516.361,-8.096.889,2018-06-25T08:58:21Z,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral and http://mcdonalds.com
144,Burger King,Fast Food Restaurant,92344,Hesperia,9640 Mariposa Rd,34.425.812,-117.378.018,2018-06-25T08:58:19Z,http://www.bk.com
145,Burger King,Fast food restaurants,92345,Hesperia,17021 Main St,34.419.638,-117.291.579,2018-06-25T08:58:19Z,http://www.bk.com
146,Del Taco,Fast Food Restaurant,90250,Hawthorne,14485 Inglewood Ave,33.899.881,-118.361.657,2018-06-25T08:58:16Z,http://deltaco.com
147,Del Taco,Fast Food Restaurant,91344,Granada Hills,18070 Chatsworth St,34.264.517,-118.526.782,2018-06-25T08:58:15Z,http://www.deltaco.net and http://deltaco.net
148,Arby's,Fast Food Restaurant,19904,Dover,1200 Forrest Ave,39.158.375,-75.550.267,2018-06-25T08:58:10Z,http://www.arbys.com and https://locations.arbys.com/us/de/dover/1200-forrest-ave.html and http://locations.arbys.com/us/de/dover/1200-forrest-ave.html
149,Arby's,Fast Food Restaurants,19904,Dover,1200 Forrest Ave,39.158.375,-75.550.267,2018-06-25T08:58:10Z,http://www.arbys.com and https://locations.arbys.com/us/de/dover/1200-forrest-ave.html and http://locations.arbys.com/us/de/dover/1200-forrest-ave.html
150,McDonald's,Fast Food Restaurants,29644,Fountain Inn,300 Mccarter Rd,3.468.534,-8.219.727,2018-06-25T08:58:08Z,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
151,Burger King,Fast Food Restaurant,17042,Lebanon,2040 Cumberland St,4.033.873,-76.447.826,2018-06-25T08:58:07Z,http://www.bk.com
152,Chipotle Mexican Grill,Fast Food Restaurants,17042,Lebanon,1451 Quentin Rd,4.031.787,-7.642.396,2018-06-25T08:58:07Z,http://www.chipotle.com
153,Taco Bell,Fast Food Restaurants,19703,Claymont,609 Naamans Rd,3.981.718,-7.545.715,2018-06-25T08:58:06Z,http://www.tacobell.com and http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJUxvsjhaVB8tO-ijV5xKzSNT2xPl9DpdifkldMDaXXJInNCnTmMm4DEMgB74WCvnbdnCLqBS7bX7TgcJVkoo1WDwnkjfL5SZ8xRwRuKpCds7ih7J30382cpcsFHtJz6Sf22hTahqtIaKiUAHKVhjLYDDKC8NxWU8lHT_B40cbocWhMtKntjzi4NDfZ68wlG7w1LkZ5HDYJUL-a8tWFONzVeyw0HLTM8qO7AZEeX1oUwkvplDCjKHzcsdO_9fOF9QfoF0eVlQWLNvqlARozoBMJi9sErLkYridFhtbt-yF8D8mbLqUuDX9ms_qPe7wcRrvFdL-4Ve5l9jQQD57sKqgBBod25gs-apb&placement=listing_profile&cs_user=unknown&cs_session=c3bcb29f3bbdf5189827891ce394a3f8cc449a96
154,Pizza Hut,Fast Food,85226,Chandler,5800 W Chandler Blvd,3.330.628,-11.194.409,2018-06-25T08:58:00Z,http://www.pizzahut.com/
155,McDonald's,Fast Food Restaurants,54467,Plover,1205 Commons Cir,4.449.541,-8.951.668,2018-06-25T08:57:57Z,http://mcdonalds.com and http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
156,Arby's,Restaurant and Fast Food Restaurant and and Sandwich Place,80012,Aurora,1099 S Blackhawk St,39.697.205,-104.824.323,2018-06-25T08:57:54Z,http://www.arbys.com and http://www.arbys.com/ and http://locations.arbys.com/us/co/aurora/1099-s-blackhawk-st.html and http://arbys.com
157,Primo's Pizza,Fast Food Restaurants,62933,Energy,406 N Pershing St,3.777.743,-8.902.603,2018-06-25T08:57:53Z,http://primospizzaherrin.com
158,Simple Simon's Pizza,Fast Food Restaurants,72751,Pea Ridge,201 Lee Town Rd,3.644.176,-94.114.426,2018-06-25T08:57:48Z,http://www.simplesimonspizza.com
159,Arby's,Fast Food Restaurants,37040,Clarksville,3067 Wilma Rudolph Blvd,36.594.351,-87.287.425,2018-06-25T08:57:44Z,https://locations.arbys.com/us/tn/clarksville/3067-wilma-rudolph-blvd.html and http://www.arbys.com and http://locations.arbys.com/us/tn/clarksville/3067-wilma-rudolph-blvd.html and http://www.locations.arbys.com/us/tn/clarksville/3067-wilma-rudolph-blvd.html
160,Dairy Queen,Fast Food Restaurants,44601,Alliance,1635 W State St,4.090.199,-8.112.966,2018-06-25T08:57:39Z,http://www.dairyqueen.com
161,CASA Mexicana,Fast Food Restaurants,72022,Bryant,5311 Highway 5 N Ste 240,34.623,-9.250.348,2018-06-25T08:57:39Z,http://www.casamexicana.com
162,Burger King,Fast Food Restaurant,72022,Bryant,3001 N Reynolds Rd,34.623.419,-92.499.052,2018-06-25T08:57:39Z,https://locations.bk.com/ar/bryant/3001-reynolds-rd.html and http://www.bk.com
163,Burger King,Fast Food Restaurants,86004,Flagstaff,2275 E Butler Ave,35.192.109,-111.624.197,2018-06-25T08:57:37Z,https://locations.bk.com/az/flagstaff/2275-east-butler-ave.html and http://bk.com
164,Arby's,Fast Food Restaurants,57006,Brookings,1818 6th St,4.431.095,-9.677.414,2018-06-25T08:57:33Z,https://locations.arbys.com/us/sd/brookings/1818-6th-street.html and http://arbys.com
165,Arby's,Fast Food Restaurant and Sandwich Place and and American Restaurant,57006,Brookings,1818 6th St,4.431.095,-9.677.414,2018-06-25T08:57:33Z,https://locations.arbys.com/us/sd/brookings/1818-6th-street.html and http://arbys.com
166,KFC,Fast Food,85120,Apache Junction,3051 W Apache Trl,3.341.508,-11.157.884,2018-06-25T08:57:31Z,http://www.kfc.com and http://www.kfc.com/
167,Burger King,Fast Food Restaurants,24701,Bluefield,Route 52 Airport Square,3.728.415,-8.125.128,2018-06-25T08:57:23Z,https://locations.bk.com/wv/bluefield/route-52-airport-square.html
168,Bob Evans,Fast Food Restaurants,25801,Beckley,102 Harper Park Dr,37.793.559,-81.217.557,2018-06-25T08:57:13Z,https://www.bobevans.com/our-restaurants/locations/258
169,Pizza Hut,Fast Food Restaurants,25801,Beckley,1912 Harper Rd,37.790.326,-81.210.547,2018-06-25T08:57:13Z,http://www.pizzahut.com and http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJBJDi5qjwdnosN08aY8yvxL8WpfyGBreknV9axxCltsakePvOfTcTL-8yrrn_zER6bp4pNbjpxBw3A4mzMvmw4qwqAhZ_OMjZ9GUR9vdBUYOZ_q0hPHTf-VbV7j853G04wURZF0WlCWUxWhWwUgppXyYmYG9nmmdpXMQzjJUFUyf0ZY9Uuc4Oqs5kFpwAkUJjEgh9L1JRBcs_gqpc3cnhTbn7cpmMOyoldisza-Xbtyd8_cHLJcibFOnfvJVmcID1h7dmKWX1IteV5-qSYFZAhmMZBxdFViuXuqRQjed2MJZgypcdgCmZVjP4EMC1JOjh8PdlWo9Clkl8l5xaopj0Gv6LX7z0N_Y0&placement=listing_profile&cs_user=unknown&cs_session=bf4e5bd13484c9f0a20d233e9f98a86810f92dd0
170,Players Grill,Fast Food Restaurants,60035,Highland Park,1855 Deerfield Rd,4.217.114.472,-8.782.489.848,2018-06-25T08:57:13Z,http://playersgrill.net
171,Burger King,Fast Food Restaurants,26201,Buckhannon,3 Clarksburg Rd,38.997.749,-80.233.242,2018-06-25T08:57:12Z,http://www.bk.com
172,Arby's,Fast Food,82414,Cody,302 Yellowstone Ave,4.451.606,-10.908.971,2018-06-25T08:57:09Z,https://locations.arbys.com/us/wy/cody/302-yellowstone-avenue.html and http://locations.arbys.com/us/wy/cody/302-yellowstone-avenue.html
173,Burger King,Fast Food Restaurant,82414,Cody,1902 Mountain View Dr,4.451.459,-10.905.084,2018-06-25T08:57:09Z,https://locations.bk.com/wy/cody/1902-mountain-view-dr.html and http://www.bk.com and http://bk.com
174,Pizza Hut,Fast Food Restaurants,82009,Cheyenne,5320 Yellowstone Rd,4.116.767,-104.828.636,2018-06-25T08:57:08Z,http://www.pizzahut.com
175,Back Yard Burgers,Fast Food Restaurants,38017,Collierville,1100 Poplar View Ln N,350.492,-8.969.907,2018-06-25T08:57:07Z,http://www.backyardburgers.com
176,Arby's,Fast Food Restaurants,38017,Collierville,967 W Poplar Ave,3.504.561,-896.942,2018-06-25T08:57:07Z,https://locations.arbys.com/us/tn/collierville/967-w-poplar-avenue.html
177,Arby's,Fast Food Restaurants,82604,Casper,2607 Cy Ave,4.282.804,-106.354.802,2018-06-25T08:57:05Z,https://locations.arbys.com/us/wy/casper/2607-cy-ave.html and http://locations.arbys.com/us/wy/casper/2607-cy-ave.html
178,Arby's,Fast Food Restaurants,38016,Cordova,1860 N Germantown Pkwy,35.175.914,-89.792.333,2018-06-25T08:57:01Z,http://www.arbys.com and https://locations.arbys.com/us/tn/cordova/1860-n-germantown-pkwy.html
179,SUBWAY,Fast Food Restaurants,57601,Mobridge,310 W Grand Xing,4.553.751,-10.043.688,2018-06-25T08:56:57Z,http://www.subway.com
180,Arby's,Fast Food,43512,Defiance,1502 N Clinton St,41.303.027,-84.361.279,2018-06-25T08:56:56Z,http://www.arbys.com and https://locations.arbys.com/us/oh/defiance/1502-n-clinton-st.html and http://locations.arbys.com/us/oh/defiance/1502-n-clinton-st.html
181,Pizza Hut,Fast Food Restaurants,43512,Defiance,1133 N Clinton St,41.301.426,-84.360.818,2018-06-25T08:56:56Z,http://www.pizzahut.com and http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4ESe32aGoZZfGxPUKOAupg6AXFQsvl2-A1Ztd21x5FLKumNpUzGNTBeMk2RvPjC41ZIvgiFwjULRMf936HQ-3fDilu-Jgq-3DroFPqeb7LaXUO4XtGt4yXSJsg9W4tlLVRNocJRkydaRxa9wTgFisP8W1xHayi-pt4xFwjWo1y_3oMTt0W70UlUEOGBuWa4PRxCOstgvLEY2XuknTAmYa2Lqw1Pj-2PaO7Gtv-eM5inYNeJUsSXNSbMp7W5BfKzU5f7xFNV3ADNI37Ymflxg2lpp8eGYv86SJdVHCVHoOqAS59qXHc7xVm3VEg7SX0JdAkDm7luT-FaDmPjsRV24CPePpVsLXJE8JM1HMDPqHGV_9frrF03P39_j1ZtrD6XNadA7J03ZLCtztG86JTVmJzc5Wr4LUvdp6fBuYGkCDm6mxdW2xL9PEalh-pgRqrafrz6b2-xOlamqv4h59ATo8RnclmAEQYDXb2wbVlADLjHkKTSktdP3VPJLCvV4V_Zbic&placement=listing_profile.c&cs_user=unknown&cs_session=54f7491d37efd85e1a57dc211030697f60eaca32
182,Pizza Hut,Fast Food Restaurants,45324,Fairborn,11 W Dayton Yellow Springs Rd,39.783.394,-84.006.478,2018-06-25T08:56:56Z,http://www.pizzahut.com
183,Arby's,Fast Food,57401,Aberdeen,1205 6th Ave Se,45.459.587,-98.469.823,2018-06-25T08:56:54Z,http://www.arbys.com
184,McDonald's,Fast Food Restaurant,37617,Blountville,2260 Highway 394,36.524.041,-82.312.707,2018-06-25T08:56:53Z,http://mcdonalds.com and http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral and http://www.mcdonalds.com
