index,name,categories,postalCode,city,address,latitude,longitude,dateUpdated,websites
3597,Chick-fil-A,Fast Food Restaurant and American Restaurant and and Sandwich Place Southwest Arlington,76017,Arlington,4700 S Cooper St,32.670.056,-97.135.188,2018-06-04T10:27:16Z,http://www.chick-fil-a.com/southcooperstreet and http://chick-fil-a.com/southcooperstreet
3598,Chick-fil-A,Fast Food Restaurant and American Restaurant and and Sandwich Place,37115,Madison,2000 Gallatin Pike N,36.302.645,-86.694.854,2018-06-04T10:27:13Z,http://www.chick-fil-a.com/rivergate and http://www.chick-fil-a.com and http://chick-fil-a.com/rivergate
3599,Chick-fil-A,Fast Food Restaurant,37912,Knoxville,6564 Clinton Hwy,36.007.399,-84.013.858,2018-06-04T10:27:13Z,http://www.chick-fil-a.com/crownpointplaza and http://chick-fil-a.com/crownpointplaza
3600,Chick-fil-A,Fast Food Restaurants,37929,Knoxville,800 S Gay St,35.962.623,-83.916.672,2018-06-04T10:27:13Z,http://www.chick-fil-a.com
3601,Chick-fil-A,Fast Food Restaurant,37660,Kingsport,1205 E Stone Dr,3.655.093,-82.528.571,2018-06-04T10:27:12Z,http://www.chick-fil-a.com and http://www.chick-fil-a.com/stonedrive
3602,Chick-fil-A,Fast Food Restaurants,37664,Kingsport,2101 Fort Henry Dr,365.285,-82.519.757,2018-06-04T10:27:12Z,http://www.chick-fil-a.com
3603,Chick-fil-A,Fast Food Restaurant,37934,Knoxville,10916 Parkside Dr,35.902.794,-84.147.835,2018-06-04T10:27:12Z,http://www.chick-fil-a.com/turkeycreek
3604,Chick-fil-A,Fast Food Restaurant,37067,Franklin,3063 Mallory Ln,3.594.416,-86.820.688,2018-06-04T10:27:11Z,http://www.chick-fil-a.com/thoroughbredsquare
3605,Chick-fil-A,Fast Food Restaurant,37076,Hermitage,305 Old Lebanon Dirt Rd,36.191.323,-86.614.614,2018-06-04T10:27:11Z,http://www.chick-fil-a.com/hermitage and http://www.chick-fil-a.com and http://chick-fil-a.com/hermitage
3606,Chick-fil-A,Fast Food Restaurant Hickory Valley - Hamilton Place,37421,Chattanooga,1804 Gunbarrel Rd,35.023.794,-8.515.864,2018-06-04T10:27:09Z,http://www.chick-fil-a.com/gunbarrelpointe and http://chick-fil-a.com/gunbarrelpointe
3607,Chick-fil-A,Fast Food Restaurants,29072,Lexington,5560 Sunset Blvd,33.995.546,-81.224.659,2018-06-04T10:27:05Z,http://www.chick-fil-a.com/lexington and http://www.chick-fil-a.com
3608,Chick-fil-A,Fast Food Restaurant and American Restaurant and and Sandwich Place,29650,Greer,1379 W Wade Hampton Blvd,3.493.929,-82.266.398,2018-06-04T10:27:05Z,http://www.chick-fil-a.com/greer and http://chick-fil-a.com/greer and http://www.chick-fil-a.com
3609,Chick-fil-A,Fast Food Restaurant,29720,Lancaster,901 9th St,34.708.915,-80.778.433,2018-06-04T10:27:05Z,http://www.chick-fil-a.com
3610,El Pollo Loco,Fast Food Restaurants,60160,Melrose Park,2032 N Mannheim Rd,41.911.997,-87.884.108,2018-06-04T10:26:54Z,http://www.elpolloloco.com
3611,El Pollo Loco,Fast Food,85234,Gilbert,2253 E Baseline Rd,33.378.529,-111.784.331,2018-06-04T10:26:54Z,http://www.elpolloloco.com and http://www.elpolloloco.com/
3612,El Pollo Loco,Fast Food Restaurant,91789,Walnut,21610 Valley Blvd,34.027.508,-117.835.333,2018-06-04T10:26:54Z,http://elpolloloco.com/ and http://www.elpolloloco.com
3613,El Pollo Loco,Fast Food,92630,Lake Forest,21212 Bake Pkwy,33.654.458,-11.770.276,2018-06-04T10:26:54Z,http://www.elpolloloco.com/ and http://www.elpolloloco.com and http://elpolloloco.com
3614,El Pollo Loco,Fast Food Restaurant,92630,Lake Forest,21212 Bake Pkwy,33.654.458,-11.770.276,2018-06-04T10:26:54Z,http://www.elpolloloco.com/ and http://www.elpolloloco.com and http://elpolloloco.com
3615,El Pollo Loco,Fast Food,93550,Palmdale,2221 E Palmdale Blvd,34.580.177,-118.088.888,2018-06-04T10:26:54Z,http://www.elpolloloco.com/ and http://elpolloloco.com
3616,El Pollo Loco,Fast Food Restaurants,95350,Modesto,2225 Plaza Pkwy,3.767.187,-121.035.622,2018-06-04T10:26:54Z,http://www.elpolloloco.com
3617,El Pollo Loco,Mexican Restaurant and Fast Food Restaurant Northwest Torrance,90504,Torrance,17307 Crenshaw Blvd,33.873.614,-118.326.518,2018-06-04T10:26:52Z,http://www.elpolloloco.com
3618,Subway,Fast Food Restaurants,15530,Berlin,301 Cumberland Hwy,39.917.146,-78.952.807,2018-06-04T10:26:51Z,http://www.subway.com
3619,Subway,Fast Food Restaurants,15552,Meyersdale,198 Grant St,39.813.648,-79.025.995,2018-06-04T10:26:51Z,http://www.subway.com and http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJgpu4EcgthNr1eCa-jJ0A1QDOuhCyh7Yc0q92lN9gF9Da1X9MnRUfHy-uEo1x_Q4YZ_rFu_JOSavz6zZNPthWXPGD7i7u7nSkPVz2jqX2P4YlDKQqzd09dMnzk39MCpHJzGkcxl7TfUf8pxTVweQilcaIKMrSUZTlKXXDSLifDQOOR-xzMxQ2ZLr6AaBB1N3ddIo84kqEH358Fdzh34PwdfKSFKYbGp8OKTWMoq8dmd20ypVtvSlFziOdYEOcYnvT5C_ocXo6N-u_4jGonbIeiiWMS_nCjMOK-nqqkVJlJWgFx2U_1w52HYiG9bnv_BlOOW8DthyB4aNdB0PYTsENkhxIDe3ThQag&placement=listing_profile&cs_user=unknown&cs_session=2464618c7d92494112b91e22e5ef9feb767b5105
3620,Subway,Fast Food Restaurants,15317,Canonsburg,175 E Pike St,40.259.833,-80.181.385,2018-06-04T10:26:50Z,http://www.subway.com
3621,Subway,Fast Food Restaurants,15442,Grindstone,113 Roberts Rd,40.012.608,-79.864.528,2018-06-04T10:26:50Z,http://www.subway.com
3622,Jack in the Box,Fast Food,90008,Los Angeles,4210 Crenshaw Blvd,34.007.965,-118.334.799,2018-06-04T10:26:46Z,http://www.jackinthebox.com and http://www.jackinthebox.com/
3623,Jack in the Box,Fast Food Restaurant,92315,Big Bear Lake,40771 Village Dr,34.239.609,-116.912.432,2018-06-04T10:26:44Z,http://www.jackinthebox.com
3624,Jack in the Box,Fast Food,90803,Long Beach,3980 E Ocean Blvd,33.759.626,-118.146.308,2018-06-04T10:26:42Z,http://www.jackinthebox.com and http://www.jackinthebox.com/
3625,Jack in the Box,Fast Food Restaurant,92503,Riverside,3981 Tyler St,33.914.832,-11.746.321,2018-06-04T10:26:42Z,http://www.jackinthebox.com/locations/179
3626,Jack in the Box,Fast Food Restaurant,92562,Murrieta,39878 Los Alamos Rd,33.570.717,-117.183.686,2018-06-04T10:26:42Z,http://www.jackinthebox.com
3627,Jack in the Box,Fast Food Restaurant,92507,Riverside,3886 Chicago Ave,33.973.295,-117.347.342,2018-06-04T10:26:39Z,http://www.jackinthebox.com
3628,Jack in the Box,Burger Joint and Fried Chicken Joint and and Fast Food Restaurant Cabrillo,94536,Fremont,36848 Fremont Blvd,37.561.644,-122.012.748,2018-06-04T10:26:36Z,http://www.jackinthebox.com/locations/402 and http://www.jackinthebox.com/
3629,Jack in the Box,Fast Food,90280,South Gate,3504 Firestone Blvd,33.953.903,-118.205.853,2018-06-04T10:26:34Z,http://www.jackinthebox.com and http://jackinthebox.com/
3630,Jack in the Box,Fast Food Restaurant,92503,Riverside,3450 La Sierra Ave,33.897.877,-117.472.229,2018-06-04T10:26:33Z,http://www.jackinthebox.com/locations/3213
3631,Jack in the Box,Fast Food,90755,Signal Hill,3399 E Pacific Coast Hwy,33.790.124,-118.152.193,2018-06-04T10:26:31Z,http://www.jackinthebox.com and http://www.jackinthebox.com/
3632,Jack in the Box,Fast Food,91706,Baldwin Park,3188 Baldwin Park Blvd,34.070.961,-117.977.852,2018-06-04T10:26:29Z,http://www.jackinthebox.com and http://www.jackinthebox.com/ and https://www.jackinthebox.com/locations/3309
3633,Subway,Fast Food Restaurants,73529,Comanche,120 S Rodeo Dr,34.368.761,-97.964.192,2018-06-04T10:26:25Z,http://www.subway.com and http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJoONfaAKviqfZRpFaoATXBiiyvlgCcHMRVtqSLDtEzrxAxqqcowy3h4hWLaErBmXsIRkRQkOVNfO61PwB_4DNyck8ssrxOSXlbkIMJIob_rKD54rwUyfdz_OqA6_bQaA07iOuw9V6PCVH5w0QimsYGgtPL8HyunWaOzdHw3yWurU3ZUe9AUxfP_9f-n0fjuCIh15e53QPX5_1KL9xfKFAoDm1IB8z28M9K2VgzdOrqwLe8mNYd3nTH_04qYCitrQFkDiwxXSdkTKkj5YC5iHocCAyeFvWuyOsIN8AF7meVtu7PgX5uPcVBZY72TPCEPHiUgXfyGu5N7yS3cEtirE7_BDIWJGMiZ5M&placement=listing_profile&cs_user=unknown&cs_session=81385ea98fad8bc14df5c1c2146e5db99badf503
3634,Subway,Fast Food Restaurants,73030,Davis,109 W Main St,34.503.655,-97.122.739,2018-06-04T10:26:24Z,http://www.subway.com and http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJp_cgR7Jhp3wubJWygNaqlmnWDofBqi0SlkO8Mo7DcbTa04bhIC1PBI1nyWlifw5T0m0LSX35Wwq1fo2H0fGnOho8dpngKc7WxvKkMMmJIb5aVsGMV0hdXXfsJJEiYEougo4xSTtN9fnYP-EVVYR3RiLFmM_qRtPCiSqKLtryJU74xfcprMB4IR40_9046oJGo2bt4ZaamJ9RHojeSbODAxNYPGyM4rL_ahcj1DZwEADBeJpaIOK0Sx1qD_frzvUg6DwbPcNErVv84iumpfudyudWiNrGxtqt35stFi5Fdjkv1eTfaYU07UDfOnjmbkX_tQuCsJ4Kl1xLcNEMjlzuOPDVaQYeFlyT&placement=listing_profile&cs_user=unknown&cs_session=d5ec7e05867b5c6d2ce4fb0506542343d73f5dc0
3635,Subway,Fast Food Restaurants,74954,Roland,109 W Ray Fine Blvd,35.405.023,-94.513.263,2018-06-04T10:26:24Z,http://www.subway.com
3636,Subway,Fast Food Restaurants,74959,Spiro,107 S Denver St,3.524.096,-94.625.805,2018-06-04T10:26:24Z,http://www.subway.com
3637,Jack in the Box,Fast Food Restaurant,78758,Austin,9825 Burnet Rd,30.382.939,-97.723.646,2018-06-04T10:26:24Z,http://www.jackinthebox.com and http://www.jackinthebox.com/loca
3638,Jack in the Box,Fast Food Restaurant,78745,Austin,110 E William Cannon Dr,30.193.097,-97.777.699,2018-06-04T10:26:23Z,http://www.jackinthebox.com and http://www.jackinthebox.com/
3639,Jack in the Box,Fast Food,78745,Austin,110 E William Cannon Dr,30.193.097,-97.777.699,2018-06-04T10:26:23Z,http://www.jackinthebox.com and http://www.jackinthebox.com/
3640,Jack in the Box,Fast Food,78752,Austin,6419 Airport Blvd,30.329.335,-97.715.475,2018-06-04T10:26:23Z,http://www.jackinthebox.com and http://www.jackinthebox.com/loca and https://www.jackinthebox.com/locations/865
3641,Jack in the Box,Burger Joint and Fried Chicken Joint and and Fast Food Restaurant,76010,Arlington,1807 E Park Row Dr,32.721.092,-97.082.344,2018-06-04T10:26:22Z,http://www.jackinthebox.com/locations/758 and http://jackinthebox.com/locations/758?utm_source=yext&utm_medium=listings&utm_campaign=yext
3642,Jack in the Box,Fast Food Restaurant,76011,Arlington,521 N Watson Rd,32.748.458,-97.063.449,2018-06-04T10:26:22Z,http://www.jackinthebox.com
3643,Jack in the Box,Fast Food Restaurant,76012,Arlington,753 W Lamar Blvd,32.760.693,-97.114.956,2018-06-04T10:26:21Z,http://www.jackinthebox.com/locations/3734
3644,KFC - Kentucky Fried Chicken,Fast Food,75702,Tyler,2215 W Gentry Pkwy,32.366.732,-9.532.554,2018-06-04T10:26:19Z,http://kfc.com
3645,Jack in the Box,Fast Food Restaurant,77511,Alvin,615 S Gordon St,29.419.228,-95.243.666,2018-06-04T10:26:19Z,http://www.jackinthebox.com and https://www.jackinthebox.com/locations
3646,Subway,Fast Food Restaurants,38821,Amory,911 Highway 278 E,33.981.563,-88.475.848,2018-06-04T10:26:09Z,http://www.subway.com
3647,Subway,Fast Food Restaurants,38614,Clarksdale,620 S State St,34.192.695,-90.569.899,2018-06-04T10:26:08Z,http://www.subway.com
3648,Subway,Fast Food Restaurants,38916,Calhoun City,507 E Russell St,33.854.443,-89.323.835,2018-06-04T10:26:07Z,http://www.subway.com and http://subway.com
3649,Subway,Fast Food Restaurants,39120,Natchez,500 John R Junkin Dr,31.538.791,-91.396.388,2018-06-04T10:26:07Z,http://www.subway.com
3650,Subway,Fast Food Restaurants,39145,Pelahatchie,340 Highway 43 S,32.294.165,-89.804.231,2018-06-04T10:26:06Z,http://www.subway.com
3651,Subway,Fast Food Restaurants,39401,Hattiesburg,3710 W 4th St,31.334.809,-89.344.316,2018-06-04T10:26:06Z,http://www.subway.com
3652,Jack in the Box,Fast Food Restaurant,95620,Dixon,150 Dorset Dr,38.469.586,-121.822.931,2018-06-04T10:26:05Z,http://www.jackinthebox.com
3653,Jack in the Box,Fast Food,92028,Fallbrook,1465 S Mission Rd,33.366.759,-117.250.107,2018-06-04T10:26:03Z,http://www.jackinthebox.com and http://www.jackinthebox.com/
3654,Jack in the Box,Fast Food Restaurant,92335,Fontana,14485 Foothill Blvd,34.106.308,-117.489.061,2018-06-04T10:26:02Z,http://www.jackinthebox.com
3655,Jack in the Box,Fast Food Restaurant,95008,Campbell,1450 W Campbell Ave,37.285.786,-121.975.792,2018-06-04T10:26:02Z,http://www.jackinthebox.com and https://www.jackinthebox.com/locations/412 and http://www.jackinthebox.com/
3656,Jack in the Box,Fast Food,94954,Petaluma,1401 N Mcdowell Blvd,38.275.249,-122.668.599,2018-06-04T10:25:58Z,http://www.jackinthebox.com and http://jackinthebox.com/
3657,Jack in the Box,Fast Food,90249,Gardena,13510 S Western Ave,33.908.871,-1.183.088,2018-06-04T10:25:55Z,http://www.jackinthebox.com and http://jackinthebox.com/
3658,Jack in the Box,Fast Food Restaurant,90023,Los Angeles,1335 S Soto St,34.025.354,-118.220.207,2018-06-04T10:25:54Z,http://www.jackinthebox.com and http://jackinthebox.com/
3659,Jack in the Box,Fast Food Restaurant,93065,Simi Valley,130 Cochran St,34.281.258,-118.794.251,2018-06-04T10:25:52Z,http://www.jackinthebox.com
3660,Jack in the Box,Fast Food Restaurant,90650,Norwalk,12603 Norwalk Blvd,33.916.725,-118.072.677,2018-06-04T10:25:51Z,http://www.jackinthebox.com and http://www.jackinthebox.com/
3661,Jack in the Box -,Fast Food,91702,Azusa,126 N Azusa Ave,34.122.475,-117.907.349,2018-06-04T10:25:51Z,http://www.jackinthebox.com and http://www.jackinthebox.com/
3662,Jack in the Box,Fast Food Restaurant,90038,Los Angeles,1243 N Highland Ave,34.093.838,-118.338.928,2018-06-04T10:25:49Z,http://www.jackinthebox.com and http://jackinthebox.com/
3663,Jack in the Box,Fast Food,90066,Los Angeles,12403 Washington Pl,33.999.569,-118.430.756,2018-06-04T10:25:49Z,http://www.jackinthebox.com and http://jackinthebox.com/
3664,Jack in the Box,Fast Food,90631,La Habra,1231 W Whittier Blvd,33.939.176,-117.959.974,2018-06-04T10:25:48Z,http://www.jackinthebox.com and http://www.jackinthebox.com/
3665,Jack in the Box,Fast Food Restaurants,90716,Hawaiian Gardens,12150 Carson St,33.831.417,-118.072.391,2018-06-04T10:25:47Z,http://www.jackinthebox.com and http://www.jackinthebox.com/
3666,Jack in the Box,Fast Food Restaurant,94063,Redwood City,1205 Broadway St,37.486.823,-122.215.195,2018-06-04T10:25:46Z,http://www.jackinthebox.com
3667,Jack in the Box,Fast Food Restaurant,93304,Bakersfield,1200 Oak St,35.368.682,-11.903.872,2018-06-04T10:25:45Z,http://www.jackinthebox.com/locations/3199
3668,Subway,Fast Food Restaurants,12144,Rensselaer,150 Columbia St,42.634.217,-73.746.431,2018-06-04T10:25:19Z,http://www.subway.com and http://subway.com
3669,Subway,Fast Food Restaurants,12804,Queensbury,110 Main St,43.297.384,-73.675.218,2018-06-04T10:25:18Z,http://www.subway.com and http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJ7km5oSvhs86RDgAP4_JbEgzzYLRSwZY44CQmEsBFW2-MvW03H3yk7mkZ2mltT_bkC1gmDCnhAWf_f69Z2osHBOQD9TzESFoYVDsnM3Pq-MeYoshsjeqzlQBoxSxM6AVhZkfUazASGPTUjmfnaarN1L_tEt2rom2XivZ7h68dsHzI7wJn6e5iQgXiKole5qA1TV8Kyj_6_uYfFCA7kTVDRmS7S3_AIHJkkAAgzMv8PSaYdU9iwvvgPqseaPD__rVNxvPxuMaXDOHU-rtkKTfIEWDXnfjXYOEdwvh0gpWecF-A627vf4q2pesymBNv8o2IGcPkhC3wMt1-BuVzKGgtDcxZiQBZLWzV&placement=listing_profile&cs_user=unknown&cs_session=22d83950bb9c9b4c38a0808860a46414d2fc7cd8
3670,Subway,Fast Food,98109,Seattle,97 Denny Way,47.618.607,-122.355.528,2018-06-04T10:25:18Z,http://subway.com/ and http://subway.com
3671,Subway,Fast Food Restaurants,98105,Seattle,4215 University Way NE,47.658.562,-122.313.174,2018-06-04T10:25:17Z,http://www.subway.com and http://subway.com/ and http://subway.com
3672,Subway,Fast Food Restaurants,11803,Plainview,82 Manetto Hill Mall,40.783.113,-73.473.275,2018-06-04T10:25:16Z,http://subway.com
3673,Subway,Fast Food Restaurants,14534,Pittsford,725 Pittsford Victor Rd,43.059.871,-7.747.538,2018-06-04T10:25:16Z,http://www.subway.com and http://subway.com
3674,Subway,Fast Food Restaurant,98101,Seattle,1220 Howell St,4.761.701,-122.330.417,2018-06-04T10:25:16Z,http://subway.com/
3675,Subway,Sandwich Place and Fast Food Restaurant Belltown,98101,Seattle,1220 Howell St,4.761.701,-122.330.417,2018-06-04T10:25:16Z,http://subway.com/
3676,Subway,Fast Food,98101,Seattle,1220 Howell St,4.761.701,-122.330.417,2018-06-04T10:25:16Z,http://subway.com/
3677,Subway,Fast Food Restaurants,11772,Patchogue,416 S Service Rd,40.780.041,-72.997.153,2018-06-04T10:25:15Z,http://www.subway.com
3678,Dunkin' Donuts,Fast Food,19135,Philadelphia,7221 Torresdale Ave,40.029.518,-75.036.344,2018-06-04T10:25:15Z,http://www.dunkindonuts.com
3679,Dunkin' Donuts,Fast Food,19106,Philadelphia,701 Market St,39.950.954,-75.152.012,2018-06-04T10:25:14Z,http://www.dunkindonuts.com and http://www.dunkindonuts.com/
3680,Dunkin' Donuts,Fast Food,19144,Philadelphia,5753 Wayne Ave,40.032.183,-7.517.969,2018-06-04T10:25:14Z,http://www.dunkindonuts.com
3681,Subway,Fast Food Restaurants,75104,Cedar Hill,241 E Fm 1382,32.597.845,-96.939.267,2018-06-04T10:25:08Z,http://www.subway.com
3682,Subway,Fast Food Restaurants,75455,Mount Pleasant,2306 S Jefferson Ave,33.131.672,-94.968.766,2018-06-04T10:25:07Z,http://www.subway.com and http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJ0wqrTvaWJPcbE4hgqnoj-aEAWvHrx70moDju20DbxnFy7lVu0XtUsJibY80J02MfdfhTEnEf_UFOto53sQBgdfROkXCTmIsR-3NEFNwWuwlzKhOrJGi9ChhGwn0W8gTwe4le7M1lnziKzdDPVOoauM4zEzeQ_YL3YF7-S07TSDb36iYjYdge1XyfwtS0F1pnChThCaR58n8JZRNLQfCGKnqiLw3Uxs3saZsmLW5uVXNsOMXVMhT3EWcO0kPQba-_YMpp2v-oNgA6Htre7bRUcT6q6XxzTNAjv1WjrRRfKyviCYBDPFtlzVqiuRIbHkieulaaMTLhFcX4YrYzmukCfw&placement=listing_profile&cs_user=unknown&cs_session=202e442e457654d1091469239b6dec485866e393
3683,Chick-fil-A,Fast Food Restaurant and American Restaurant and and Sandwich Place Northwest Columbia,29210,Columbia,229 Bush River Rd,34.030.953,-810.892,2018-06-04T10:25:02Z,http://www.chick-fil-a.com/bushriverroad and http://www.chick-fil-a.com and http://chick-fil-a.com/bushriverroad
3684,Chick-fil-A,Fast Food Restaurants,29229,Columbia,10136 Two Notch Rd,34.116.748,-80.878.371,2018-06-04T10:25:01Z,http://www.chick-fil-a.com
3685,Chick-fil-A,Fast Food Restaurant and American Restaurant and and Sandwich Place,29407,Charleston,2070 Sam Rittenberg Blvd,32.792.246,-80.030.764,2018-06-04T10:25:01Z,http://www.chick-fil-a.com and http://chick-fil-a.com/citadelmall
3686,Chick-fil-A,Fast Food Restaurants,19610,Reading,1665 State Hill Rd,4.033.835,-7.597.251,2018-06-04T10:24:59Z,http://www.chick-fil-a.com/berkshiremall
3687,Chick-fil-A,Fast Food Restaurant,15236,Pittsburgh,461 Clairton Blvd,40.335.529,-79.947.258,2018-06-04T10:24:58Z,http://www.chick-fil-a.com/pleasanthills
3688,Chick-fil-A,Fast Food Restaurant,18106,Allentown,6379 Hamilton Blvd,405.554,-75.581.833,2018-06-04T10:24:58Z,http://www.chick-fil-a.com/trexlertown
3689,Chick-fil-A,Fast Food Restaurants,19064,Springfield,805 Baltimore Pike,39.916.857,-7.533.369,2018-06-04T10:24:58Z,http://www.chick-fil-a.com/springfieldpark and http://chick-fil-a.com/springfieldpark
3690,Chick-fil-A,Fast Food Restaurant,15237,Pittsburgh,1000 Ross Park Mall Dr,40.541.146,-80.006.528,2018-06-04T10:24:57Z,http://www.chick-fil-a.com/rossparkmall
3691,Chick-fil-A,Fast Food,19107,Philadelphia,901 Market St,39.951.333,-75.155.183,2018-06-04T10:24:57Z,http://chick-fil-a.com/
3692,Chick-fil-A,Fast Food Restaurant,19148,Philadelphia,2204 S Columbus Blvd,39.919.417,-75.140.662,2018-06-04T10:24:56Z,http://www.chick-fil-a.com/columbuscommons and https://www.chick-fil-a.com/Locations/PA/Columbus-Commons
3693,Chick-fil-A,Fast Food Restaurant and American Restaurant and and Sandwich Place,19341,Exton,280 Exton Square Mall,40.030.127,-75.623.315,2018-06-04T10:24:54Z,http://www.chick-fil-a.com/extonsquare
3694,Chick-fil-A,Fast Food Restaurants,19341,Exton,280 Exton Square Mall,40.030.127,-75.623.315,2018-06-04T10:24:54Z,http://www.chick-fil-a.com/extonsquare
3695,Chick-fil-A,Fast Food Restaurant and American Restaurant and and Sandwich Place,44514,Youngstown,1051 Boardman Poland Rd,41.024.263,-80.634.078,2018-06-04T10:24:52Z,http://chick-fil-a.com/boardman and http://www.chick-fil-a.com
3696,Chick-fil-A,Fast Food Restaurant and Sandwich Place and and American Restaurant,44070,North Olmsted,4779 Great Northern Blvd,41.419.311,-81.901.738,2018-06-04T10:24:51Z,http://www.chick-fil-a.com/greatnorthernblvd and http://chick-fil-a.com/greatnorthernblvd
3697,Chick-fil-A,Fast Food Restaurant and American Restaurant and and Sandwich Place,43240,Columbus,8787 Sancus Blvd,40.142.638,-82.990.541,2018-06-04T10:24:50Z,http://www.chick-fil-a.com/polarisparkway and http://www.chick-fil-a.com
3698,Chick-fil-A,Fast Food Restaurant,43240,Columbus,8787 Sancus Blvd,40.142.638,-82.990.541,2018-06-04T10:24:50Z,http://www.chick-fil-a.com/polarisparkway and http://www.chick-fil-a.com
3699,Chick-fil-A,Fast Food Restaurant,44060,Mentor,7850 Mentor Ave,41.661.075,-81.360.779,2018-06-04T10:24:50Z,http://chick-fil-a.com/greatlakesmall and https://www.chick-fil-a.com/Locations/OH/Great-Lakes-Mall
3700,Chick-fil-A,Fast Food Restaurant and American Restaurant and and Sandwich Place,43240,Columbus,1500 Polaris Pkwy,40.145.446,-82.980.637,2018-06-04T10:24:49Z,http://chick-fil-a.com/polaris
3701,Chick-fil-A,Fast Food Restaurant,44512,Youngstown,7401 Market St,41.021.026,-80.662.723,2018-06-04T10:24:49Z,http://www.chick-fil-a.com and http://www.chick-fil-a.com/southernpark
3702,Waffle House,Fast Food Restaurant,30127,Powder Springs,4097 Marietta St,33.858.829,-84.674.551,2018-06-04T10:24:39Z,https://locations.wafflehouse.com/ga-powder-springs-1659
3703,Dunkin' Donuts,Fast Food,2066,Scituate,108 Front St,42.194.804,-70.724.857,2018-06-04T10:24:21Z,http://www.dunkindonuts.com and http://www.dunkindonuts.com/
3704,Dunkin' Donuts,Fast Food,1966,Rockport,17 Railroad Ave,42.655.154,-7.062.374,2018-06-04T10:24:20Z,http://www.dunkindonuts.com
3705,Dunkin' Donuts,Fast Food,1970,Salem,201 Canal St,42.506.968,-70.895.917,2018-06-04T10:24:20Z,http://www.dunkindonuts.com and http://www.dunkindonuts.com/ and http://dunkindonuts.com
3706,Subway,Fast Food Restaurants,48386,White Lake,9190 Highland Rd,42.656.877,-83.468.033,2018-06-04T10:24:00Z,http://www.subway.com
3707,Subway,Fast Food Restaurants,48629,Houghton Lake,9169 W Lake City Rd,44.335.845,-84.797.935,2018-06-04T10:24:00Z,http://www.subway.com and http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EGQ6wFBP1R9j_yPfgIG2qmnnU3b4EFXLWYqzqH6pileJnsDBgYjhj6412OE3eqoLyrSIPEJpXfr10mUiQbRKfZCKZytUuX1ZpMEsmU-K0mL9uCZDhf-nRxkx0xcmqFX3TZTiNoK_LLFKzM4tXpEgtM6BtXv1F1DttX6S0JxBzul9cxJev3GrIU9y30O78XtCAgZEPviemE11YTbwlhD_g1CBGiNjEYJUkzcDuTgOF42_2-tlXV8bKsUSYGCMdjs7U8FGkvSpGK7MXQxSRaGQpVrCEmsvQGhHSFiNluVvJHwLWKcvH1GoOxOjaV5fXLqT-l6-T251h_AjOLnavBz9R0lsUdDxTJI-oYLzuro7IV7PYMmAcl0jv2blSqy0CF6YZKxkv4zInlWIkSBQ8bGVX1N_t6uC4QvWolf6W7NgUgJTpyqmUNwhvw1u9m1-v2n5G_rq7IERxEGmLZGcIROtz0KWzyTjJKmk1K1qRnd02Hy5xZpYwyK_ouYCioN3e0N6W&placement=listing_profile.b&cs_user=unknown&cs_session=061a35099992c9737d2bb09a893558dba08cc695
